run,type,module,name,attrname,attrvalue,value
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:914:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:914:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:913:mean,,,0.602297871442
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:913:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:912:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:912:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:911:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:911:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:910:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:910:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:909:mean,,,366.36052207136
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:909:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:908:mean,,,399.97730149909
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:908:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:907:mean,,,202.49562776996
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:907:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:906:mean,,,214.82964189326
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:906:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:905:mean,,,150.82157012378
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:905:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:904:mean,,,45.326631268611
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:904:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:903:mean,,,188.77442520805
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:903:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:902:mean,,,81.725426914001
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:902:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:901:mean,,,133.22538317856
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:901:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:900:mean,,,109.62747834146
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:900:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:899:mean,,,105.20691091479
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:899:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:898:mean,,,39.099988246197
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:898:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:897:mean,,,41.652941733663
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:897:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:896:mean,,,21.32138605142
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:896:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:895:mean,,,69.398026281446
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:895:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:894:mean,,,25794.336068714
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:894:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:893:mean,,,15375.532646878
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:893:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:892:mean,,,8041.035777114
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:892:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:891:mean,,,6339.2236761625
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:891:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:890:mean,,,3047.0059010916
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:890:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:889:mean,,,2064.3270067615
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:889:mean,title,Conditional queuing time template of class queuingTimeInterval,
